text,Sentiment
تشعر بالخوف إذا بقيت وحيدًا؟ لأنك ببساطة تواجه نفسك كما أنت عليه، تكتشف أنك فارغ، موهن، بليد،كيان لا معنى له، ومن دون أصالة حقيقية.,1
"أتلاشى بروحٍ سوداوية ظلماء, أختنق محاوِلٌ ابتلاع كل تلك الظلمة بداخلي لكي لاتفيض, لكن مانفع المقاومةِ بينما قد تمزقت بالفعل, ولو انفجر عقلي لفاض العالم بسواد أفكاري, وها أنا أسقط في مياة سوداويه لامتناهية, كجثة تم قتلها بالظلام الأسود.",1
هل تعي معنى ان تكتم افكارك في رأسك و الحديث و تجعله يحترق و يتطاير بداخلك و ان تتحدث بشكل مغاير و بعيد كل البعد. هل تعي فعلا ان تبمي و عيناك جافتان و ان تعطي غيرك طاقة ايجابية بينما داخلك مهشم و محبط كليا.,1
ﻣﻦ ﺍﻟﻤﺆﺳﻒ ﺃﻧّﻪ ﻟﻢ ﻳﻌﺪ ﻫﻨﺎﻙ ﺷﺨﺼًﺎ ﻧﺬﻫﺐ ﺇﻟﻴﻪ ﻋﻨﺪﻣﺎ ﻻ ﻧﻌﻮﺩ ﻧﻌﺮﻑ ﺇﻟﻰ ﺃﻳﻦ ﻧﺘﻮّﺟﻪ لا أحد سيعرف إلى أي مدى أنت تتعب،فظاهرك منظم وتفاصيلك الهادئة لاتشير بمقدار التعب الذي تضمره ، ولأنك تبتسم كثيراً لن يشعر بك أحد,1
لست بخير، أفكر كثيراً وأسرح كثيراً، ذبلت عيناي، وتألم قلبي، أظهر لهم أنني بخير ولكنني العكس، يقتلني التناقض جداً، كلما زاد ألمي لجأت للنوم، وكلما سألوني مابك يبقى عذري الدائم لاشيء,1
كانت ليله مؤلمه كانت مخيفه جدًا، كنت وحيدًا ولا أحد يدرك ما اشعر به كُنت أبكي كأنني طفل تُرك وحيدًا في مكان مُظلم وموحش ، حينها احسست تمامًا بالفراغ الكامن بداخلي وتلك الأطياف الباقيه في مخليتي واللحظات الراحله.,1
لا أُريد شيئًا سوى أن تمسح الملائكة على قلبي ورأسي ثم أنام، دون تفكير، دون خوف دون أرق، دون قلقٍ وتعب، فقط أريد أنام وأستيقظ وإذا بهذه الفترة قد انقضت وقد أصبحتُ شخصًا آخر، شخصًا لطالما تمنيت أن أكونه,1
مشكلة #الاكتئاب أنه مرض مخادع .. يجعلك ترى السعادة سطحية والحزن عمق,1
يالله اتوسل اليك ان تمنحني القوه لمواجهة هذه الحياة المريره.. تعدت حدودها و ازدادت طغيانا وجبروت..,1
إلى متى وأنا بعاني من #الاكتئاب ؟؟؟!! تعبت وربي,1
تصل لليأس الذي يجعلك تشعر بأنه لم يعد من المهم أن يتغير حالك للأحسن,1
تلاشت‌ منّي‌ جميع ‌ألكلمات ‌وأنا اُحاول‌ كتابة جملة ‌واحدة تُعبر عن ‌سوء مااشعُر به,1
لا أحد من الناس سيعرف إلى أي مدى أنت تتعب فظاهرك منظم وتفاصيلك الهادئة لا تشي بمقدار التعب الذي تضمره، ولأنك تبتسم كثيرا لن يشعر بك أحد,1
الى من يعيش في اوهام الامل ستنطفئ الرغبة ذات يوم,1
الأمل مجرد أطاله للحياة الكئيبه .,1
الامل  خدعة يتجرعها من ينتظر,1
حياة خالية فارغة سوداء، ووحدة قاتلة، ولغة الصمت تسود المكان، والألم جاثم على أنقاض الفؤاد، حتى الجسد أحسّ بالغربة ومرارة العيش، الوحدة تقتلني، والوجع يسكنني #اكتئاب أرهقني ، وذكريات الماضي تشغلني، وأشعر أن همومي ستخنقني وأحزاني ستغرقني، تعبت ..,1
"أنا بخير , أحتاج فقط من حين لأخر أن أنعزل و أبكي كثيراً , أحتاج أن اتنازل عن قناع القوة الذي ارتديه .. أنا بخير و لكني أحتاج احياناً أن أعبر عن كوني لست بخير، أعودُ نهاية اليوم الى غُرفتي الحزينة الكئيبة مُلقياً على سريري بتعبُ اليوم و أحزانِه",1
أقضي الوقت في الصمت ،أصبُ غضبي على نفسي ،أفكر في كل شيء وفي ال لآ شيئ، أستمِعُ للموسيقي و أغرقُ بِهَا .,1
أعيش حالات مضطربة ومتقلبة هذه الأيام،لا أستطيع تحديد ما إذا كان الغد سيصبح جيدًا أم سأعيش يومًا آخر من اللاشيء، أجد نفسي ضاحكًا وسط ضغوطات كثيرة أمر بها،وعندما أشعر بأن الأمور حولي مستقرة إلى حد ما أتحول لكائن مُتشائم وكئيب، أتحدث للكثير وأشعر بالوحدة في نفس الوقت,1
وعندما أكون وحيدًا حقًا أشعر بأني لا أكترث لمن حولي، لا أكترث لأهميتي عند الجميع ،أجد نفسي جالسًا في رُكن هادئ من أركان هذا العالم الذي لا يكترث لوجودي، أترك الطريق مفتوحًا لأي سند أو رفيق ،أعلم جيدًا بأنني لن أصمد طويلاً بهذا الشكل،ولكن لا أحد يأتي،,1
لا أحد يستطيع الوصول إلى هذا الطريق الذي قطعته بإرادتي وأنا أعلم بأنه لا عودة لي منه،صديقي يجدني مذنبًا في تلك الحالات التي أعيشها،يعتقد أنني خائف من أن أقترب ممن حولي،في الواقع أنا خائف حقًا من الفقد أكثر من الإقتراب،الأمر لا يستحق محاولة أخرى،,1
أن تهرب إلى النوم من تلك الأفكار المُزعجة وتستيقظ بعد ساعه لتجد أن الشعور تضاعف إلى درجةٍ كبيرة، أن تنام في اليوم ثلاثِ أو أربع مرات هروباً من ذلك الشعور المُثقل، أن تهرب من شوقك، والناس، واليأس، و #الاكتئاب ، لتكتشف بعد ذلك أن لاشيء على الإطلاق يخفف من هذا,1
متعبه واتألم يا الله و هذا الشعور بشع جدًا,1
القلق يُطاردني، الكوابيس لا تمل من مجيئها كل ليلةٍ زيارةً لي، وهذا الحُزن يفتت قلبي كل يوم.,1
لا شيء يؤلم أكثر من تلك الأحزان التي تأتي دفعةً واحدة وبلا سبب، أن تشعر أنك مُثقل ولم تعد كالسابق، أن لا تستطيع التفوه بكلمة وأن تختار الصمت بدلاً عن ذلك أن تتلاشى رغبتك بالقراءة والنوم والحياة أن تشعر بالوحدة طوال الوقت بالرغم من الازدحام الذي حولك,1
كنت أتمنى أن تنتهي اللحظة السيئة على النوم او على الإستلقاء،كنت أتمنى دائماً أن تسقط مني جميع الافكار الشاحبة مع كُل غفوة.,1
اوقات تريد ان تصرخ بأعلى صوتك تريد تخفف عن انكسارات حصلت بقلبك تريد ان تبتعد عن العالم الكئيب الذي امتلئ بالالم والاشياء المؤلمه كي لا تتألم كثيراً كي تنزع شيء قليل من الاشياء التي مزقت قلبك تريد ان تقلل من صراعات قلبك التي حاربها منذ سنوات عديدة.,1
#الاكتئاب مرض فتاك ، المريض المصاب بغير #الاكتئاب لديه أمل بالشفاء عكس مريض #الاكتئاب الذي يتمنى الموت لذلك ينتحر.,1
"أحببت الوحده أحببت #الاكتئاب فهم أصدقائي مهما فعلت ومهما تأذيت لن يؤذوني, يجعلوني أبتعد عن كل شيء يتعبني ويجلب لي الإرهاق والألم, كم أتمنى لو انهم اشخاص استطيع الحديث معهم والوثوق بهم.",1
هدوء،تعب، ارهاق، وعيون ناعسه ومزاجاً لا ادري ماذا يريد وقليل من الصداع والكثير من التفكير، لقد اعتدت على بقائي وحيداً كلما تألمت، لقد احسست بصوتي وهو  متعب هل تفهم كيف يكون الشعور،متعب  فقط تشعر بالعتمه في صدرك،هل تفهم كيف يكون المرء منطفئ،هل جربت شعور ان تكون متعب بلا أسباب !؟,1
فقط متعب ولا تستطيع شرح تلك الكلمات سوى بالصمت الطويل والتحديق في اللا شيء ،ولا كلام يقال ليُرحيك ،فقط كل ما توده أن تمر غيمة الحزن تلك على صدرك بسلام ،لا شيء غير ذلك.,1
تشعر بشكل مستمر بأنك عالق في مكانٍ ما، ما هو؟ لا تعلم! أين هو؟ لا تعلم! كل الذي تعرفه هو أنك لا تنتمي إليه، أنك لا تريده، وأنك مختنق جداً.. تلوح فلا يراك أحد، تستغيث فلا يسمعك أحد.. تصرخ عالياً فلا يهتز الكون لصوتك، ولا تصبح قضية رأي عام.,1
اكثر ما يذيب القلب عند الحزن ، ان  تكون مضطراً لأداء مهماتك في العيش وكأنه لم يحدث شيء ، في حين انك تود التوقف عن الحياة تماماً.,1
بقيت وحيدًا في حزني وألمي وكل شيء عانيته مع نفسي ، فـ لهذا لا أحد يستطيع أن يبني سعادتي ، بت وحيدًا ومنعزل دائمًا حتى وإن خالطت الناس ، لم أشعر لمرة واحدة أني كنت معهم بشكل كامل وحقيقي.,1
الحزن يفتت قلبي.,1
"أنني أصارع نفسي، لإخماد هذا #الاكتئاب.""",1
#الاكتئاب يغير الملامح ، يغير نظره العيون ، يغير شكلك ، الاكتئاب يطفيك تماماً.,1
من أين لك الجرأة إنك تلوم شخص على اكتئابه وكأنه كان باختياره ؟ تقدر تتجنب الجلوس معاه وترجع لقوقعتك الوردية بدون ما تلومه ،الإيجابية المزيفة خلتنا ننكر الحزن ونمنع أنفسنا والناس من عيش أحزاننا بجميع تفاصيلها. #الاكتئاب,1
قد بات قلقي يزداد ، لم اعلم ان #الاكتئاب قد يزورني يوماً وينهش صدري بهذا السوء ، اصبحتُ. ارى العالم بلا ألوان ، وأصبح مذاق الطعام بلا نكهه ، لا أستطيع الاهتمام في حياتي ولو قليلاً ، اصبح الفراغ هو من يكتسي تفكيري ، قد لا أستطيع النجاة من هذا الأمر لأنني اشعر وكأنني غارق في الوحل,1
انا مصدومه حاليا.. قد ايش حياتي تدهورت للاسوء,1
تولد الأفكار الانتحارية من رحم اليأس فالإنسان المكتئب في حرب متعبة ومنهكة للروح والجسد. واليأس ليس بكفر بل لا يأتي الفرج إلا بعد يأس  (حتى إذا استيأس الرسل وظنوا أنهم قد كذبوا جاءهم نصرنا) حتى رسل الله استيأسوا فمن نحن حتى لا نيأس قليلاً؟ لا تحزن من شعورك باليأس ولا تستلم له,1
دُخلت في حالة إكتئاب شديدة جداً جداً،لم أعد أرى الدُنيا بنظرة إيجابية،لم أعد احب الخُروج والإختلاط،لا أحب رُؤيه الضوء فأنه يُزعجبني كثيراً،لقت أكتفيت بزاوية في غرفتِي لأعيش بها طيلة حياتي. ,1
"كنت دائمًا ما اسأل نفسي كيف يمكن لأحدهم قتل نفسه؟ كيف يقدم أحدٌ على فعلٍ كهذا؟ والآن -و ياللأسف والسخرية- عرفت لماذا، فبشكلٍ ما ليس هم من يفعلها، هو شيءٌ في داخلهم في مرحلةٍ ما يحاول إيذائهم، و لا يدع لهم سوى خيارين، واحد: أن يقتلهم، إثنان: أن يقتلونه دفاعًا عن النفس""",1
"الكثير,من الندم يعيش بداخلي,كل يوم اندم,اكثر و اكثر,لدي احساس فضيع,و الأحساس شائع,وانا اميل الى الضرر بكل ما أتي به,على الرغم من انني احاول افضل,ما لدي لكي اكون,لطيفاً,أشعر,انني اضع اللطف,و الاحترام,في كل الاماكن ""الخاطئة"". .",1
- لم تعد الأفلام والمسلسلات مهرب، ولا الأغاني والموسيقى ملجأ، ولا الحديث علاج، ولا العائلة احتواء، ولا الأصحاب حائط اتكئ عليه، لم تعد الكتب تغذية لعقلي، ولا النوم راحة لجسدي، ظلام الليل يستمر حتى في الصباح، المشاعر متقلبة والروتين متكرر وعقارب الساعة مُنهكة، الحياة لم تعد تعمل.,1
بقيت وحيدًا في حزني وألمي وكل شيء عانيته مع نفسي ، فـ لهذا لا أحد يستطيع أن يبني سعادتي ، بت وحيدًا ومنعزل دائمًا حتى وإن خالطت الناس ، لم أشعر لمرة واحدة أني كنت معهم بشكل كامل وحقيقي.,1
أنا بخير ،بخير جداً رغم الواقع، بخير من الداخل رغماً عن السواد العارم والضجيج المزعج، انا بخير بشكل غريب.,1
أمر صعب أن ترغب بالموت في كل ليلة، أحتاج للقوة لأواجه أفكار الانتحار التي تهلكني كل يوم.,1
"أحداث غامضة تلك الأحداث حطمتني كسرتني مزقتني أرباً أرباً,لقد تهشم عقلي وإنفطر قلبي,الأكتئاب قد أكل جسدي طيلة هذة الأعوام,الى أن تفتفت صدري وأصبحت حفرة مظلمة لا أرى ولا أسمع",1
أبكي من العزلة ومن الحياة، من الكتف الذي لن أستطيع امتلاكه أبدًا، الأشياء التي حلمت بها، وتلك التي فكرت بها، وما تم نسيانه بداخلي.,1
أريد أن أستريح أن أتوقف عن القتال أن أتوقف عن محاربه كل مايحدث بداخلي حتى لا يظهر أريد أن يأخذ كل هذا حقه أريد إخراجه أنا متعب للحد الذي لا أستطيع التنفس فيه بأريحيه.,1
إنني في طريقٍ طويل وإنها ليست المرة الأولى التي أتوسّل بها إلى الرب ليقتلني ليخلق حادثًا من العدم ويُميتني ولكن إنها المرة الأولى التي لا أبالي بها في أحد لا نفسِي المقيدة لا المقبرة التي تسمى حياتي لا أحد أنا متهيئة للموت.,1
"مايُؤسفني هو بأن القلق الذي يجتاحُني لايُغادرني مُطلقاً فهو يُلازمني من صحوتِي إلى وقت نومي,وبعد أنّ أغفُو يُوقظنِي.",1
ولا أُخفي عليك سرًا يا صديقي ، الوضع سيء للغاية وطاقة التحمل أوشكت على الانتهاء ، ما زلتُ صامدًا لكني أسرفتُ كثيرًا في الكتمان والتظاهر ، حَولي ثابتٌ لا يتغير وأنا الذي أتغيّر و أنطفئ أكثر وأُستهلك ، التعب يزيد ولست ثابتًا يا صديقي، إنّي أميل.,1
مُحاولة نوم بائسة يُسيطر عليها الأرق.,1
غرفة مظلمة،تحتضن روح متعبة.!,1
مشاعري فى هذه اللحظةِ حقاً يُرثى لها حيثُ إننى اُعانى من اكتئاب شديد يتعمقُ فى روحى كما لو لم أشعُر من قبل.,1
"اكره شعور,اللي ودك تبتعد عن الكل وبنفس الوقت محتاج احد معك.",1
شعور مؤلم ان تنام كل ليلة وفي عيناك حزن لا يراه احد وفي صدرك كلام لايسمعه احد.,1
كان من المفترض أن يكون الحِلم هرباً من الواقع ولكنني أيضاً في حُلمي كنت أغرق.,1
أنا حقاً لا أعرف ماذا تعني احبك ، إعتقد انها تعني ، لا تتركني هُنا وحيدًا.,1
لاأعلم حقاً ما حدث،أصبحت اكثر عُزله من السابق اكثر شروداً وباتت أحلامي مرهقه وما زلت اتسائل هل هي بداية لمرحلة جديدة أو نهاية لكل شي؟.,1
ليست المرة الأولى التي أكتب فيها وأمسح، هكذا تبدأ الليالي بقدرٍ عالٍ من التردد والقلق.,1
هناك أيام تمر بك لا أنت سعيد ولا حتى حزين، أيام فارغة من الشعور بشتى أنواعه، تقضيها هكذا لا تنتطر شيء سِوى أن يقترب وقت نومك حتى ينتهي.,1
ثم أنها المرة الثانية منذ وقت طويل ، بكيت حُزناً على نفسي ، على وجود اللاشيء حولي ، بكيت بالأصح على اللّاشعور وعلى نفاذ الحيلة من يدي .,1
إني أُقاوم كُل الأشِياء السيئة حتى أُعيدني لنفسِ تلك البهجة من جديد بمُفردي.,1
ما أشعُر به الآن هو أنني باهت جِدًّا ولم أعُد أؤمن بمُحاولات الاسترجاع، إنني مُوقن يقينًا تامًا أنّ هُناك شيئًا في قلبي قد انطفَأ للأبد.,1
انا انسان تحمّلت اشياء فوق عُمري بكثير من الخيبات والصدمات ، صرت ميت بجسد حيّ ، الله يجبُر بخاطري.,1
لست أبكي لأني ضعيف ، لربما عجزت عن التغلب على كل شيء ، ولربما أتوجع لأن كل شيء لن يتغير مهما حدث.,1
الهم والوجع صار كبير وكثير بقلبي.,1
تحت مُحاولة إخراس الشعور بِقدر الإمّكان.,1
مثل أن تستيقظ فالثالثة فجرًا لتخبر أحدًا بأنك لست على مايرام، لكنك لا تجد من تخبره,1
فقط تشعر بإنك هزيل القلب لَم يَعُد بـ إمكانك مُقاومة حُزنك مره أخري,1
فجأه تحول شعوري من اللهفه الي العادي ثم إلى اللاشئ,1
نومي مُضطرب لا أحب شيئاً كما في السابق ولا شيء يحدث فارقاً معي هناك فراغ عظيم يسحبني إلى أعماقه أريد أن أرتاح لم أعد أحتمل ولا أُحتمل,1
حتى حُزني لم يكن حزنًا بالطريقة المعتادة ، لم أبحث عن كتف لأبكي عليه ولا أذن لتسمعني ، كنت أتوسل العالم أن يتركني وشأني فحّسب,1
مأساة هروب النوم ليلاً.,1
كل الشهور الي راحت والايام الي انا فيها دحين فيها ضغط وخسائر بشكل كبير ومو معقول بحياتي ، صرت خلاص ما همني ايش الي يصير خلاص جاني برود من كل شي .. احس باقي حته واختفي,1
على الرغم من كل شيء حلو الا اني احس بكم هائل من الطاقة السلبية,1
حتى صنع القهوة في الصباح الباكر صار صعبا جدا يا اخوان,1
وحتى اقفال المنبه في الصباح الباكر  امر شاقا ويستهلك الكثير من الطاقة مما يؤثر على الاداء اليومي .. مما يجعلني انعس في وسط الدوام ..,1
على الإنسان  أن يبقى مشغولاً للحد الذي يُلهيه عن تعاسته .,1
ليس لدي ما اعيش لأجله ،  لا اصدقاء  ، لا سعاده ، لا شئ ، فقط كل الاشياء تزداد سوءً مع الوقت اكتفيت الي هذا الحد عليّ المغادره ، الحياة ليست للجميع,1
اصبحت لا اريد الاقتراب من احد..او بالاحري لا أستطيع..اصبح الاقتراب بمثابه ترك روحي في الوحل,1
رغم انه يعتبر  تذكره عبور  الا ان الانتحار لن يحل أي مشكلة من مشاكلك.,1
الأسوأ في نهاية المطاف هو أن تموت وحيدًا، ممتلئًا بالازدراء,1
قد ينتهي الأمر بالمرء إلى اليأس مما في يده وليس فقط من الأشياء التي لن يحصل عليها أبدًا,1
"لقد كنت مكتئبا ف ذهبت لاشكو همي لاهل بيتي فاذا هم قائلون"" اذهب فلدينا هم اكبر من همك فلا تشغلنا بك ف انت جاحد للنعمه.لا تشكي همك لاحد كن لنفسك و رمرمها بنفسك ف لا احد يعلم م بها سواك",1
حياتي عزله واحزان أليمه ، ما وددتُ يوْمًا أنْ تنتهي حياتى بهذا الشكل المُفزِع، ولكنَّني يأست من التجاوز,1
مازلنا نتنفس ولكن ماتت في انفسنا الرغبه في الحياة,1
كنتُ أُؤمن بأنّني سأموت وستستمرّ الحياة، إلاّ أنّ الحياة ماتت وأنا لازلتُ أعيش,1
يضع الجميع ذنب اكتئابك على عاتقك وأن سببه أفكار توهم بها نفسك، ويرى المحيطين بك أن عزلتك ناتجة عن فقدانك لمهارات التواصل مع الآخرين، بينما الحقيقة أن واقعنا لا يطاق ونحيا حياة لا تناسبنا، ومجتمعنا عبارة من مجموعة من المعاتيه لا سبيل للتأقلم معهم ولا حل سوى اجتنابهم واعتزالهم,1
عندما تحيا حياة لا ترغبها تتلاشى الأمكنة القادرة على احتوائك، ينبذك الواقع وتلفظك جميع الجهات، تتطرف بانعزالك لعدم مقدرتك على التأقلم والتعايش مع محيطك، تحيا وحيدًا وسط الجموع، منعزلًا والكل حولك,1
أنا لا أملك في الدُّنيا إلا خيباتي,1
هذا العجز يُؤذي قلبي,1
"الوحدة، وانعدام تقدير الذات. أشعرُ بِهما في داخلي، يُشكِلان وجودًا فائِق السلبية. يُفتِتان كياني، يُمزقان طموحي، يُشتتان وجودي، بِنتيجة واحدة ودائمة، كأنها المصير المحتوم: هي ""اللاجدوى""!",1
الاِكتئاب ليسَ مُجرّد أفكار و مشاعر، هوَ شياطين، أشباح، خناجر، حرائق، ظلام، هاوية، بحر مُغرق، صاعق كهربائي، سجن، جحيم، عذاب، سلاسل حديديّة، سحر أسود، لعنة شيطانيّة، وأسياخ من نار تخترق الجسد.,1
وتمضي الايام ويمر العمر وتستنزف الصحة  ويصيبنا الاكتئاب والضجر والوحدة  وننتظر حتي يحين الاجل وتتعذب النفس قبل الموت علي ما صنعت في الدنيا ويضيق النفس وتصل الروح الي الحلقوم,1
الإكتئاب المَصحوب بالعُزلة أصبح رفاهية لا نمتلكها، الواحد الان صار  يكتئب وهوَّ شغال، وهو يسوق ، وهو بيضحَك مُجاملة.,1
الاكتئاب مرض مميت هو انك تعيش ميت على قيد الحياه فاقد القدره حتى على الحلم مواجهه الاكتئاب من غير دعم حد  يسندك و يستحملك هو الجحيم بعينه,1
الاكتئاب مرض مذل ، مرض بينهش يوميا في روحك بيخليك بني ادم فاضي من اي مشاعر لا تعرف تحب ولا تعرف تكره ولا عارف حتى تعيش  اغلب الناس فاهمين الاكتئاب غلط فاهمين ان المكتئب على طول زعلان، المفاجأة ان المكتئب بيضحك بس ليس سعيد و المكتأب مايعرف  يزعل,1
يا له مِن حُزنٍ فظيع، مؤذٍ، ومُنهك. ينخر في داخلي حتى آخر نيّة للحياة.,1
كيف لي أن أعيش في هدوء  حين يأتي مرفقاً بذاك الجانب القاتم، عزلة ساحقة، إحساس قاتل بعدم الأمان، استياء دائم.,1
في النهاية ستموتُ وحدك، رُغم كثرة أولئك الذين يدعون أنهُم سيبقوا معُك لِلأبد.,1
تمُر الأيام بِبُطء و ملل يملؤها الحُزن و الألم و الرغبة في الموت و إنعدام الأمل، تمُر و كأنها تدهسُ روحي وقت مرورِها,1
ستستمر  هذه السنين بالخيبات والفشل في حياتك ، لن يهتم احد لحالك وانت  منهك وجريح. تشعر أن أحداً لا يفهمك في شمول كيانك، وأنه لم يعد لديك ما تشاركه مع الآخرين يعذّبك سوء الفهم، تعذّبك الأحكام.ويستنزف فشلك في الإيضاح قواك كلّها، فتبقى صامتاً حتى عندما تشعر برغبة في الكلام.,1
لا اريد اي شئ من الحياه ولا حتى السعادة وصلت لنقطة ، لا أريد فيها التقدم للأمام او خوض الحياة. فقط الانسحاب والاستسلام,1
من أسوأ الأشياء التي يفعلها الرجل ذو النوازع الانتحارية هي عدم قتل نفسه بل التفكير بالانتحار دون فعله ، لا شيء أكثر إذلالاً من حالة التفسخ التي تقود اليه فكرة _ إعتياد فكرة الانتحار_فالمسؤولية فالوعي، كلها تطوف بلا هدف في ذلك البحر الميت مغمورة او عائمة على السطح لعبة بيد التيار,1
يفكر بالانتحار ويقف على ضفاف الموت كل يوم ولايدخل اليه صديقي انت تتألم بشدة كان الله في عونك,1
أحياناً تحتاجُ إلي أن تتوقف عن التفكير فترة، أن تتوقف عن التفكير فيما سيحدُث، و فيما يحدُث، و فيما حدث بِالفعل، أحياناً يقودُك كثرة التفكير إلي الموت,1
أُعاني تراكُم الأشياء داخِلي، مِن تراكُم الحُزن بقلبي، مِن تكاثُر المُشكِلات علي، أُعاني مِن كثرة الخيبات، و تضاعُف الألم، و إزدياد عدد ذكرياتي السيئة، أُعاني تراكُم كُل شيء، هذا سوف يؤدي هذا بي إلي الجنون أو الموت.,1
الاكتئاب مرض له عقل خاص يعرف تماماً كيف يتلاعب بصاحبه يعتقد الناس أن المريض يمكنه التحكم في حالته النفسيه و أنه بإمكانه الخروج من الكأبه وقتما شاء مثير للسخريه!و كأننا نحب الكابة و نسعد بها، الحقيقة أن الاكتئاب يتحكم فيك كما لا يمكن لأحد أن يتحكم يفرض عليك ما تفعل و ما تقول.,1
احس راسي بينفجر ونص حاضرة ونص لا وراسي وجسمي ثقيلين,1
ليش التفكير غير إرادي كذا يفصل المخ,1
والله صعب لما يكون سلوكك متزن وشخصيتك مميزة وانت داخلك الكثير من الأعطاب النفسية، والله انه جهاد عظيم,1
ترى لما تعيش لوحدك ترى كفاح,1
المشكلة في الاكتئاب يزادد في النهار ويزيد الوسوسة,1
والله مزاجي زفت وراسي حار وخنقة ابغى ارجع بيتنا واصيح وامس اتقلب ماقدرت انام  عدل,1
بعد الحالة النفسية السيئة وعدم استجابة العلاج اقول طز في الناس ماوراهم الا التعب,1
صعب تمثل انك حاضر الذهن وعلى طبيعتك وانت تتقطع قلق وتفكير ومو على بعضك يارب فترة مؤقتة وارتاح انا متعبة ,1
الشي الجميل في الحياة حتى مع الاكتئاب داخلك الصديقات والأطفال وبالخصوص بت خالي شي ثاني.. لطيفة خفيفة دم جميلة تناكل يارب اجيب نفسها,1
كيف مشاعرنا وحالتنا النفسية تؤثر على جسدنا بهالطريقة شي غريب ياسبحان الله,1
منهلكة ومافي طاقة,1
مو قادرة اكمل يومي بشكل طبيعي واتماسك جد تعبانة,1
اصعب شعور مرات يمر فيه الأنسان هو شعور الأنطفاء ما تعرف وين وجهتك بضبط غير انك مستمر و طبطب على قلبك بأنه يروح مع الوقت,1
أنا لا أنسى كل ليلة اختنقت فيها همًا، وانقبض قلبي حزنًا، ولم أجد أحدًا حولي، لم أمت، لم ينته العالم، لكني أدركت معنى .. كي تعيش عليك أن تكون قويًا بك.,1
البرادعي يستقوى بامريكا مرةاخرى و يرسل عصام العريان الي واشنطن شئ مقرف,0
عودة جماعة الإخوان إلى الحياة السياسية بنفس وضعها السابق مستحيلة والطرمخة على جرائم الماضي لن تجعلنا نتقدم شبرا,0
الإصرار علي الإستفتاء في ظل وطن ممزق وغليان شعبي وغياب أمني وقضاء معطل واعلام محاصر هو انعدام للإحساس بالمسؤولية نحو مصر,0
أدين بشدة تقديم كل صاحب رأي أو ناشط سياسي للمحاكمات العسكرية علي المجلس العسكري الالتزام بتعهده بعدم إحالة المدنيين لمحاكمات عسكرية,0
1 العنف مدان، ضد منشآت عامة أو خاصة، ضد مجمع محاكم أو أقسام للشرطة أو مقر إعلامي حزبي كإخوان أون لاين، من الأجهزة الأمنية أو من المتظاهرين,0
انا لو نفسي اخطط و ارتب و اصرف فلوس الدنيا عشان اشوه الاخوان مش حاعرف اخترع حد زي صفوت حجازي,0
"تحالف بين #أنصار_بيت_المقدس و #الحرس_الثوري لتنفيذ عمليات ""إرهابية"" في مصر #مصر #الإخوان #المد_الشيعي #عمليات_إرهابية",0
_ 0 مش عيب تكذب؟ عمري ما عملت ولا هعمل بلوك لحد لا تمدح نفسك,0
الضعف الانتخابي والجماهيري لا يقتصر على الأحزاب الجديدة ويطال بكل تأكيد قوى راسخة في المشهد السياسي إلا أن عقود سلطوية مبارك الطويلة أنهكتها,0
#مصر_القوية |11-حذرنا من خطر تحول سلطات الدولة لمجرد سند لسلطة عسكرية لا تفهم سياسة ولا تعي معنى الدولة ومهامها وحدودها خارج فكرة حمل السلاح,0
منذ عامين وحتى الآن كل ما قدمه أنصار تيارات الشعارات الإسلامية لمصر مجرد مشاريع خناقات مع العالم والكون وأبناء الوطن,0
#باسم_طلع_حرامى يا حرامي,0
السلفي سعيد عبد العظيم قال أن مرسي آية من آيات الله ونسي أن الله تعالى أرسل إلى مصر أيام سيدنا موسى آيات منها الجراد والقمل والضفادع والدم,0
5 هاتلي اخوان أي حاجة مش تنوين ومش ضمير اخوان وبعدها كلمة مش هتلاقي غير لوط وشياطين!,0
الماظة:لابد من معايرة العدادات وتوحيد التعريفة لكل القاطنين،التقديرات الجزافية ظلم ولابد أن تتوقف,0
 الأسواني:ماذا فعلوا الأخوان رداًعلى سحل فتاة وتعريتها وقتل العشرات من قبل العسكر الذين كانوا متحالفين معهم آنذاك؟>,0
حرية التعبير لا تتضمن التحريض على العنف و الفتنة الطائفية بل هو خطاب كراهية,0
قصدي كان موجه لكذبك أني ما كنتش هناك,0
مرسي فتح على نفسه فتوحة ضنك بذاته الرئاسية دي ده فيه ناس هيبقى كيفها الشتيمة بعد كده,0
بكري قبل مايستقيل خد معاه الميكروفون البيتبكري متن خد غرضه من المجلس,0
ويبقى دائما السؤال: لما إنت جامد قوي ومفترض إن المعارضين بيموتوا بغيظهم شاغل نفسك بيهم ليه ما بتستمتعش بحلاوة إنجازاتكالإجابة:لأنك فاشل,0
5ج وأنعت الرئيس بعد الحشد المذهبي والطائفي برئيس التكفيريين المنتخب، يمتنع تشويه موقفي وتحويله بعبث إلى أي شيء غير رفض المذهبية والتكفير,0
إستمرار الحراك الطلابي بـ #جامعة_المنصورة #مفيش_عساكر_يحكمونا,0
7_ أكبر معوقة وخازوق أخذناه كان من الإخوان أنا شايف كده واليوم يجب أن نكمل المشوار دونهم,0
الراجل بتاع الامن بينف بمعدل نفتين كل ٧ دقايق فتحنا الشبابيك عشان السقعة راحت واشتكينا مراراً وتكراراً ليه عموم الشعب معفن #…,0
